Unnamed: 0,OrderId,CustomerId,OrderDate,Age,City,Category,ProductName,Quantity,UnitPrice,DiscountPct,PaymentMethod,OrderStatus,Rating,ShippingDays,DeliveryDistanceKM,Device,MarketingChannel,Spend90d,CouponCode,TotalAmount,Year,Month,Day
48825,ORD1045132,CUST69845,2024-11-25,27,Pune,Beauty,Yoga Mat,5.0,288.52,0.92,COD,Delivered,5.0,5.0,23.01,Mobile,Organic,3009.65,FESTIVE,1429.33,2024.0,11.0,25.0
87181,ORD1061793,CUST75256,2025-03-27,40,Bengaluru,Electronics,Bluetooth Speaker,3.0,1696.18,6.84,UPI,Delivered,4.8,1.0,10.64,Mobile,Direct,175.75,not provided,4740.48,2025.0,3.0,27.0
87237,ORD1075241,CUST83894,2025-07-03,34,Kolkata,Beauty,Coffee Maker,2.0,525.97,15.62,Net Banking,Delivered,5.0,2.0,,Mobile,Affiliate,4406.05,SAVE20,887.63,2025.0,7.0,3.0
58374,ORD1012392,CUST41902,2024-03-31,24,Kolkata,Sports,Face Serum,2.0,158.22,17.75,Credit Card,Delivered,3.5,1.0,11.61,Desktop,Social,9839.74,FESTIVE,260.27,2024.0,3.0,31.0
37517,ORD1018477,CUST74196,2024-05-14,18,Chennai,Toys,Running Shoes,1.0,567.2,2.96,Credit Card,Delivered,3.7,5.0,5.26,Desktop,Direct,4761.0,not provided,550.41,2024.0,5.0,14.0
39646,ORD1046964,CUST68485,2024-12-08,34,Ahmedabad,Fashion,Smart Watch,4.0,838.37,12.57,Debit Card,Delivered,3.9,2.0,6.61,Mobile,Social,4549.77,APP15,2931.95,2024.0,12.0,8.0
67712,ORD1007389,CUST74253,2024-02-23,31,Jaipur,Books,,1.0,1012.72,20.49,not provided,Shipped,3.4,5.0,15.46,Mobile,Social,10262.19,NONE,805.21,2024.0,2.0,23.0
577,ORD1089689,CUST94818,2025-10-16,46,Indore,Grocery,Organic Snacks,1.0,718.73,23.96,UPI,Delivered,4.3,1.0,14.67,Mobile,Organic,1545.58,APP15,546.52,2025.0,10.0,16.0
49379,ORD1006978,CUST11060,2024-02-20,52,Delhi,Toys,Coffee Maker,2.0,55.53,19.49,Credit Card,Shipped,2.6,2.0,12.49,Mobile,Direct,3102.94,SAVE20,89.41,2024.0,2.0,20.0
83252,ORD1035008,CUST59628,2024-09-12,35,Mumbai,Home & Kitchen,Novel,1.0,389.71,18.91,UPI,Delivered,4.6,6.0,7.37,Mobile,not provided,2355.21,NEWUSER,316.02,2024.0,9.0,12.0
57873,ORD1004195,CUST52892,2024-01-31,24,Mumbai,Home & Kitchen,Wireless Headphones,2.0,354.9,3.31,Wallet,Delivered,5.0,8.0,11.04,Mobile,Organic,10151.77,FESTIVE,686.31,2024.0,1.0,31.0
68409,ORD1045621,CUST43917,2024-11-29,36,Jaipur,Fashion,Wireless Headphones,1.0,1683.1,18.39,Wallet,Delivered,4.6,13.0,2.1,Desktop,Paid Search,1662.53,not provided,1373.58,2024.0,11.0,29.0
26172,ORD1007606,CUST44854,2024-02-25,30,Chennai,Home & Kitchen,Running Shoes,1.0,860.92,5.13,Credit Card,Processing,3.1,11.0,9.68,Desktop,Organic,6353.73,NEWUSER,816.75,2024.0,2.0,25.0
56475,ORD1021937,CUST92546,2024-06-09,37,Lucknow,Electronics,Face Serum,2.0,541.55,26.95,COD,Delivered,3.9,2.0,31.53,Mobile,Direct,10895.19,NONE,791.2,2024.0,6.0,9.0
18665,ORD1053317,CUST85034,2025-01-24,25,Hyderabad,Books,Novel,3.0,2134.75,14.04,Net Banking,Processing,3.0,2.0,7.49,Mobile,Organic,15368.01,NONE,5505.09,2025.0,1.0,24.0
29710,ORD1095096,CUST94360,2025-11-25,31,Indore,Beauty,Smart Watch,2.0,3666.55,3.44,Debit Card,Shipped,4.3,1.0,12.99,Desktop,Organic,9654.23,NEWUSER,7080.84,2025.0,11.0,25.0
46573,ORD1002989,CUST76824,2024-01-22,46,Patna,Home & Kitchen,Bluetooth Speaker,1.0,568.28,4.75,Debit Card,Delivered,3.7,3.0,14.93,Desktop,Organic,3455.88,NONE,541.29,2024.0,1.0,22.0
24402,ORD1085687,CUST53464,2025-09-17,40,Hyderabad,Sports,Laptop Stand,4.0,2604.04,2.95,UPI,Shipped,4.8,4.0,20.48,Mobile,not provided,16197.02,APP15,10108.88,2025.0,9.0,17.0
21940,ORD1040846,CUST51867,2024-10-25,27,Indore,Books,Running Shoes,1.0,470.57,9.57,UPI,Delivered,5.0,3.0,4.59,Mobile,Email,11748.99,NONE,425.54,2024.0,10.0,25.0
72707,ORD1040930,CUST82065,2024-10-25,43,Jaipur,Sports,Wireless Headphones,1.0,289.57,19.95,Wallet,not provided,3.9,5.0,7.35,Mobile,Organic,1057.15,NONE,231.8,2024.0,10.0,25.0
46750,ORD1030515,CUST32854,2024-08-10,28,Kolkata,Toys,Coffee Maker,2.0,1895.05,8.96,Credit Card,Shipped,4.3,1.0,13.79,Mobile,Organic,4430.17,NONE,3450.51,2024.0,8.0,10.0
55597,ORD1010761,CUST59827,2024-03-19,33,Delhi,Sports,Novel,3.0,549.45,7.58,COD,Delivered,5.0,8.0,12.56,Mobile,Organic,1938.54,not provided,1523.41,2024.0,3.0,19.0
56268,ORD1082805,CUST74488,2025-08-27,18,Bengaluru,Sports,Smart Watch,1.0,2549.11,24.87,UPI,Shipped,5.0,5.0,22.59,Mobile,Social,4154.49,NONE,1915.15,2025.0,8.0,27.0
87828,ORD1018610,CUST17675,2024-05-15,25,Lucknow,Grocery,Face Serum,1.0,346.97,9.79,UPI,Delivered,4.5,3.0,7.37,Desktop,Email,4340.23,FESTIVE,313.0,2024.0,5.0,15.0
23275,ORD1055256,CUST97126,2025-02-07,23,Jaipur,Beauty,Yoga Mat,1.0,344.99,10.53,Wallet,Delivered,2.9,2.0,50.63,Desktop,Organic,24810.14,APP15,308.66,2025.0,2.0,7.0
82796,ORD1060530,CUST11193,2025-03-17,31,,Sports,Wireless Headphones,1.0,766.44,9.0,UPI,Processing,4.7,2.0,14.83,Mobile,Paid Search,1703.6,SAVE20,697.46,2025.0,3.0,17.0
86116,ORD1026367,CUST34363,2024-07-11,41,Ahmedabad,Toys,Face Serum,2.0,649.86,12.16,Wallet,Delivered,4.3,7.0,12.84,Desktop,Paid Search,12415.78,NONE,1141.67,2024.0,7.0,11.0
18288,ORD1097857,CUST21949,2025-12-15,28,Jaipur,,Yoga Mat,4.0,654.46,12.23,Credit Card,Delivered,4.3,9.0,2.32,Mobile,Affiliate,3479.63,not provided,2297.68,2025.0,12.0,15.0
58486,ORD1086634,CUST30710,2025-09-24,43,Kolkata,Home & Kitchen,Coffee Maker,1.0,409.59,16.65,Wallet,Delivered,3.9,4.0,2.23,Mobile,Paid Search,12693.28,APP15,341.39,2025.0,9.0,24.0
59215,ORD1037928,CUST67139,2024-10-03,21,Patna,Sports,Wireless Headphones,1.0,1647.73,20.13,COD,Shipped,4.1,3.0,6.06,Desktop,Organic,1597.48,APP15,1316.04,2024.0,10.0,3.0
57571,ORD1076193,CUST89246,2025-07-10,23,Delhi,Beauty,Face Serum,1.0,6512.52,8.87,Debit Card,Returned,4.1,4.0,35.27,Mobile,Organic,,APP15,5934.86,2025.0,7.0,10.0
10843,ORD1051434,CUST87955,2025-01-10,37,Chennai,Grocery,Yoga Mat,1.0,527.29,7.77,UPI,Processing,3.2,1.0,9.87,Mobile,Social,1539.92,FESTIVE,486.32,2025.0,1.0,10.0
77130,ORD1070202,CUST88232,2025-05-27,26,,Sports,Coffee Maker,1.0,16365.52,7.02,Credit Card,Delivered,4.8,3.0,16.95,Mobile,Paid Search,9124.64,SAVE20,15216.66,2025.0,5.0,27.0
33022,ORD1046175,CUST13563,2024-12-03,18,Chennai,Electronics,Wireless Headphones,1.0,107.15,5.47,Wallet,Delivered,3.8,3.0,10.68,Mobile,Affiliate,1271762.33,not provided,101.29,2024.0,12.0,3.0
60967,ORD1076738,CUST39784,2025-07-14,28,Bengaluru,Toys,Face Serum,1.0,4485.47,10.47,Credit Card,Delivered,3.5,2.0,26.49,Mobile,Affiliate,4284.0,NONE,4015.84,2025.0,7.0,14.0
68872,ORD1035211,CUST15156,2024-09-14,18,Bengaluru,Fashion,Laptop Stand,2.0,1624.99,26.26,Debit Card,Delivered,4.4,1.0,,Mobile,Social,876.89,APP15,2396.54,2024.0,9.0,14.0
49148,ORD1093246,CUST35455,2025-11-11,25,Patna,Grocery,Running Shoes,1.0,1210.86,11.95,Debit Card,Delivered,3.7,90.0,2.19,Desktop,Organic,960.77,NONE,1066.16,2025.0,11.0,11.0
37612,ORD1062591,CUST61602,2025-04-01,36,Kolkata,Fashion,Novel,1.0,1010.38,15.44,Debit Card,Delivered,3.0,5.0,13.74,Desktop,Social,2506.8,NONE,854.38,2025.0,4.0,1.0
27434,ORD1021955,CUST87310,2024-06-09,54,Kolkata,Books,Yoga Mat,4.0,289.09,21.59,Net Banking,Shipped,3.0,4.0,3.35,Mobile,Direct,1844.44,NONE,906.7,2024.0,6.0,9.0
2699,ORD1041598,CUST49148,2024-10-30,24,Jaipur,Home & Kitchen,Wireless Headphones,2.0,851.11,15.11,Wallet,Delivered,3.4,1.0,11.28,Mobile,Affiliate,1201.96,NONE,1445.01,2024.0,10.0,30.0
3483,ORD1072927,CUST51666,2025-06-16,34,Indore,Beauty,Yoga Mat,1.0,392.94,35.57,Net Banking,Delivered,5.0,6.0,13.8,Desktop,Paid Search,5180.72,NONE,,2025.0,6.0,16.0
46283,ORD1016059,CUST44951,2024-04-27,25,Pune,Electronics,Smart Watch,2.0,1042.06,22.25,Wallet,Delivered,4.1,3.0,9.14,Mobile,Direct,,NONE,1620.4,2024.0,4.0,27.0
62169,ORD1021221,CUST66476,2024-06-03,34,Chennai,Beauty,Organic Snacks,1.0,1660.87,16.24,COD,Delivered,4.1,2.0,7.2,Mobile,Paid Search,6465.35,NONE,1391.14,2024.0,6.0,3.0
45789,ORD1081916,CUST26297,2025-08-20,34,Ahmedabad,Electronics,Running Shoes,2.0,4642.34,11.6,Credit Card,Delivered,2.1,3.0,13.37,Desktop,Organic,45969.13,not provided,8207.66,2025.0,8.0,20.0
58159,ORD1033321,CUST27661,2024-08-31,33,Jaipur,Books,Laptop Stand,1.0,2953.78,15.79,UPI,Delivered,4.4,8.0,7.25,Mobile,Email,1612.97,NEWUSER,2487.38,2024.0,8.0,31.0
3587,ORD1036761,CUST85037,2024-09-25,19,Bengaluru,Books,Wireless Headphones,1.0,687.04,12.84,COD,Delivered,5.0,3.0,8.55,not provided,Organic,1002.45,not provided,598.82,2024.0,9.0,25.0
15693,ORD1027094,CUST41985,2024-07-16,29,Patna,Fashion,Smart Watch,2.0,880.26,10.78,Net Banking,Shipped,3.8,4.0,10.06,Desktop,Organic,1980.0,NONE,1570.74,2024.0,7.0,16.0
3465,ORD1044740,CUST82654,,36,Jaipur,Electronics,Running Shoes,1.0,630.01,12.43,COD,Returned,4.0,1.0,9.65,Mobile,Social,,SAVE20,,,,
32818,ORD1070943,CUST45657,2025-06-01,23,Chennai,Sports,Wireless Headphones,1.0,527.22,2.4,COD,Delivered,4.0,4.0,13.44,Mobile,Social,8808.12,NEWUSER,514.57,2025.0,6.0,1.0
29712,ORD1086136,CUST66365,2025-09-20,35,Delhi,Fashion,Novel,3.0,154.24,10.91,UPI,Delivered,4.2,4.0,26.15,Mobile,Paid Search,,APP15,412.24,2025.0,9.0,20.0
82394,ORD1072951,CUST89052,2025-06-16,35,Chennai,Beauty,Novel,4.0,1372.17,7.82,Debit Card,Cancelled,3.0,1.0,21.12,Mobile,Organic,10600.62,not provided,5059.47,2025.0,6.0,16.0
23169,ORD1086470,CUST92314,2025-09-23,40,not provided,Beauty,Organic Snacks,2.0,332.61,9.13,Debit Card,Delivered,3.8,4.0,36.9,Mobile,Direct,3410.64,not provided,604.49,2025.0,9.0,23.0
55061,ORD1004273,CUST93499,2024-02-01,50,Hyderabad,Books,Running Shoes,2.0,755.81,11.19,Wallet,Delivered,4.5,3.0,21.48,Mobile,Paid Search,3406.54,not provided,1342.47,2024.0,2.0,1.0
39964,ORD1081583,CUST46759,2025-08-18,55,Kolkata,Electronics,Laptop Stand,1.0,966.86,10.28,Net Banking,Delivered,3.4,4.0,13.6,Desktop,Email,6763.45,APP15,867.47,2025.0,8.0,18.0
86643,ORD1053180,CUST99000,2025-01-23,27,Lucknow,Toys,Smart Watch,1.0,1657.96,6.32,Net Banking,Delivered,2.8,3.0,3.39,Mobile,Direct,1401.85,NONE,1553.18,2025.0,1.0,23.0
69295,ORD1094215,CUST83306,2025-11-18,48,Chennai,Beauty,Laptop Stand,1.0,14052.57,14.45,Wallet,Delivered,4.8,3.0,4.53,Mobile,Paid Search,11333.34,FESTIVE,12021.97,2025.0,11.0,18.0
70580,ORD1010812,CUST22129,2024-03-19,31,Hyderabad,Grocery,Laptop Stand,5.0,714.28,4.13,COD,Shipped,3.8,7.0,6.48,Mobile,Email,21382.71,FESTIVE,3423.9,2024.0,3.0,19.0
69038,ORD1053179,CUST23394,2025-01-23,30,Chennai,Toys,Wireless Headphones,1.0,779.65,9.12,Credit Card,Delivered,4.7,6.0,0.92,Mobile,Email,3356.7,FESTIVE,708.55,2025.0,1.0,23.0
57448,ORD1011595,CUST96164,2024-03-25,21,Bengaluru,Sports,Wireless Headphones,2.0,4641.29,12.52,Wallet,Delivered,3.8,11.0,13.62,Mobile,Social,10096.89,SAVE20,8120.4,2024.0,3.0,25.0
75063,ORD1089585,CUST88857,2025-10-15,30,Lucknow,Electronics,Coffee Maker,2.0,248.28,11.27,UPI,Delivered,4.3,4.0,20.42,Mobile,Email,2400.98,NONE,440.6,2025.0,10.0,15.0
81968,ORD1032501,CUST88541,2024-08-25,26,Mumbai,Grocery,Running Shoes,2.0,275.82,11.17,Wallet,Delivered,3.5,1.0,6.94,Mobile,Paid Search,4745.86,APP15,490.02,2024.0,8.0,25.0
58716,ORD1058768,CUST77217,2025-03-05,35,Pune,Grocery,Novel,2.0,811.08,3.06,UPI,Delivered,4.9,1.0,13.79,Mobile,Email,1035.69,not provided,1572.52,2025.0,3.0,5.0
46416,ORD1048349,CUST20792,2024-12-18,53,Jaipur,Beauty,Novel,1.0,317.91,4.42,Debit Card,Delivered,4.3,4.0,,Mobile,Direct,370.2,FESTIVE,303.86,2024.0,12.0,18.0
86590,ORD1035485,CUST27896,2024-09-16,26,Kolkata,Beauty,Bluetooth Speaker,1.0,1126.57,12.85,UPI,Delivered,3.6,1.0,5.16,Mobile,Paid Search,,NONE,981.81,2024.0,9.0,16.0
81174,ORD1078157,CUST92149,2025-07-24,36,Indore,Beauty,Wireless Headphones,1.0,3006.93,7.64,Wallet,Delivered,5.0,4.0,6.17,Desktop,Direct,10760.63,NONE,2777.2,2025.0,7.0,24.0
25713,ORD1075210,CUST99438,2025-07-03,31,Indore,Electronics,Coffee Maker,3.0,1959.66,10.28,Wallet,Delivered,3.6,2.0,1.67,Mobile,Direct,4068.77,FESTIVE,5274.62,2025.0,7.0,3.0
51409,ORD1025563,CUST31513,2024-07-05,48,Patna,Fashion,Face Serum,2.0,137.89,18.04,UPI,Returned,3.9,3.0,8.57,Mobile,Direct,19445.95,SAVE20,226.03,2024.0,7.0,5.0
23744,ORD1042829,CUST60972,2024-11-08,18,Pune,Home & Kitchen,Running Shoes,1.0,403.78,10.89,Wallet,Delivered,3.7,1.0,3311.0,Desktop,Organic,965.72,APP15,359.81,2024.0,11.0,8.0
8728,ORD1070723,CUST20531,2025-05-31,18,Delhi,Electronics,Face Serum,3.0,263.23,10.22,Wallet,Delivered,4.8,3.0,12.68,Desktop,Direct,5179.05,NONE,708.98,2025.0,5.0,31.0
85486,ORD1071674,CUST14668,2025-06-07,23,Pune,Sports,Novel,1.0,628.84,6.2,COD,Delivered,3.6,3.0,4.57,not provided,Organic,5452.37,SAVE20,589.85,2025.0,6.0,7.0
25221,ORD1012945,CUST74199,2024-04-04,18,Chennai,Books,Wireless Headphones,2.0,114.95,13.83,Net Banking,Cancelled,4.1,5.0,21.97,Mobile,Organic,15377.46,APP15,198.1,2024.0,4.0,4.0
67647,ORD1090264,CUST87794,2025-10-20,33,Kolkata,Toys,Coffee Maker,1.0,482.69,27.23,COD,Delivered,5.0,4.0,2.15,Mobile,Paid Search,1458.21,NEWUSER,351.25,2025.0,10.0,20.0
32502,ORD1051804,CUST62900,2025-01-13,49,Hyderabad,Beauty,Laptop Stand,1.0,304.35,10.85,Credit Card,Processing,4.0,2.0,5.8,Mobile,Paid Search,835.87,NONE,271.33,2025.0,1.0,13.0
5059,ORD1012216,CUST50238,2024-03-30,27,Patna,Fashion,Yoga Mat,1.0,132.11,5.45,Debit Card,Delivered,3.9,3.0,27.14,Mobile,Affiliate,3047.87,not provided,124.91,2024.0,3.0,30.0
75275,ORD1039149,CUST72536,2024-10-12,44,Kolkata,Home & Kitchen,Bluetooth Speaker,3.0,2528.67,19.7,UPI,Delivered,5.0,4.0,10.06,Mobile,Organic,10019.1,not provided,6091.57,2024.0,10.0,12.0
14354,ORD1005560,CUST18810,2024-02-10,48,Jaipur,Grocery,Yoga Mat,1.0,1073.66,16.64,Credit Card,Cancelled,4.2,1.0,8.29,Mobile,Organic,19433.46,not provided,895.0,2024.0,2.0,10.0
22791,ORD1019757,CUST76240,2024-05-24,45,Hyderabad,Beauty,Smart Watch,2.0,2660.8,2.46,UPI,Processing,4.8,3.0,0.82,Mobile,Direct,2986.21,SAVE20,5190.69,2024.0,5.0,24.0
81910,ORD1008435,CUST77342,2024-03-02,41,Kolkata,Grocery,Bluetooth Speaker,1.0,123.58,9.0,UPI,Shipped,3.8,3.0,12.01,Mobile,Organic,1635.03,SAVE20,112.46,2024.0,3.0,2.0
72564,ORD1077845,CUST38052,2025-07-22,28,Ahmedabad,Home & Kitchen,Wireless Headphones,1.0,384.69,13.22,Net Banking,Delivered,4.9,1.0,3.79,Mobile,Organic,696.39,FESTIVE,333.83,2025.0,7.0,22.0
14325,ORD1065695,CUST45528,2025-04-24,26,Chennai,Grocery,Novel,1.0,678.86,7.92,UPI,Delivered,3.8,2.0,7.25,Mobile,Organic,2251.1,not provided,625.09,2025.0,4.0,24.0
30273,ORD1071496,CUST74355,2025-06-05,24,Hyderabad,Fashion,Coffee Maker,2.0,572.44,14.62,UPI,Returned,4.2,7.0,3.27,not provided,Direct,13806.46,not provided,977.5,2025.0,6.0,5.0
25164,ORD1088932,CUST90480,2025-10-11,98,Kolkata,Fashion,Yoga Mat,1.0,2252.36,21.29,Credit Card,Processing,3.0,1.0,6.49,Mobile,Paid Search,56559.53,SAVE20,1772.83,2025.0,10.0,11.0
3133,ORD1032875,CUST13481,2024-08-27,28,Chennai,Electronics,Novel,2.0,383.48,4.88,UPI,Delivered,3.8,6.0,4.88,Tablet,Organic,3733.8,NONE,729.53,2024.0,8.0,27.0
17833,ORD1091980,CUST58015,2025-01-13,50,Ahmedabad,Grocery,Running Shoes,2.0,1995.61,16.89,Credit Card,Delivered,4.2,2.0,3.52,Tablet,Organic,9585.68,NEWUSER,3317.1,2025.0,1.0,13.0
13777,ORD1075785,CUST38710,2025-07-07,47,Pune,Beauty,Bluetooth Speaker,1.0,1134.58,5.46,Net Banking,Delivered,4.6,1.0,15.3,Mobile,Social,1096.98,not provided,1072.63,2025.0,7.0,7.0
58570,ORD1036788,CUST72794,2024-09-25,25,Hyderabad,Books,Wireless Headphones,3.0,159.98,21.78,Credit Card,Delivered,4.6,8.0,25.78,Mobile,Organic,15281.92,not provided,375.41,2024.0,9.0,25.0
17944,ORD1082079,CUST75775,2025-08-22,28,Hyderabad,Sports,Laptop Stand,2.0,152.89,15.67,Debit Card,Processing,4.7,4.0,6.89,Mobile,Organic,7016.09,FESTIVE,257.86,2025.0,8.0,22.0
59076,ORD1031776,CUST53363,2024-08-19,18,Lucknow,Fashion,Bluetooth Speaker,2.0,1514.67,13.61,Net Banking,Delivered,4.9,1.0,15.85,Mobile,Paid Search,364.09,not provided,2617.05,2024.0,8.0,19.0
52580,ORD1001644,CUST44611,2024-01-13,18,Kolkata,Toys,Coffee Maker,1.0,1627.37,11.67,Credit Card,Cancelled,4.3,2.0,9.14,Desktop,Paid Search,1015.32,APP15,1437.46,2024.0,1.0,13.0
48399,ORD1002107,CUST54304,2024-01-16,22,Jaipur,Sports,Wireless Headphones,1.0,2854.48,17.59,Debit Card,Delivered,4.7,8.0,5.39,Mobile,Organic,12367.82,FESTIVE,2352.38,2024.0,1.0,16.0
1216,ORD1091685,CUST88704,2025-10-31,47,Chennai,Sports,Organic Snacks,1.0,181.24,7.13,UPI,Delivered,3.7,2.0,17.27,Mobile,Organic,24711.91,not provided,168.32,2025.0,10.0,31.0
82974,ORD1072397,CUST98491,2025-06-12,42,Jaipur,Books,Face Serum,1.0,639.89,9.46,UPI,Delivered,3.8,2.0,28.17,Mobile,Paid Search,10488.08,NONE,579.36,2025.0,6.0,12.0
83196,ORD1055895,CUST64257,2025-02-12,53,Kolkata,Toys,Smart Watch,2.0,813.41,20.04,Debit Card,Processing,4.5,7.0,32.89,Mobile,Paid Search,2248.84,FESTIVE,1300.81,2025.0,2.0,12.0
40196,ORD1003518,CUST50735,2024-01-26,32,Hyderabad,Toys,Organic Snacks,3.0,404.48,15.28,COD,not provided,4.4,2.0,3.78,Mobile,Social,3249.62,not provided,1028.03,2024.0,1.0,26.0
83610,ORD1014006,CUST26700,2024-04-12,25,Patna,Electronics,Wireless Headphones,3.0,3176.36,16.04,UPI,Delivered,4.1,2.0,8.07,Tablet,Organic,2428.63,APP15,8000.62,2024.0,4.0,12.0
5243,ORD1067581,CUST59666,2025-05-08,19,Ahmedabad,Fashion,Bluetooth Speaker,1.0,1461.22,9.82,Net Banking,Delivered,5.0,4.0,6.99,Tablet,Organic,924.25,FESTIVE,1317.73,2025.0,5.0,8.0
55104,ORD1039871,CUST55985,2025-09-13,18,Pune,Fashion,Running Shoes,2.0,3377.13,32.16,COD,Delivered,4.2,4.0,12.98,Mobile,Affiliate,2387.1,not provided,4582.09,2025.0,9.0,13.0
70591,ORD1007936,CUST68418,2024-02-27,27,Pune,Books,Running Shoes,2.0,906.35,18.71,UPI,Cancelled,4.4,5.0,7.36,Mobile,Email,1156.73,APP15,1473.54,2024.0,2.0,27.0
77463,ORD1094483,CUST56415,2025-11-20,32,Pune,not provided,Face Serum,1.0,1558.2,12.8,Net Banking,Processing,4.5,4.0,6.32,Tablet,Organic,7401.13,FESTIVE,1358.75,2025.0,11.0,20.0
77398,ORD1022453,CUST88432,2024-06-12,24,Lucknow,Fashion,Wireless Headphones,1.0,3628.41,7.93,Debit Card,Delivered,3.9,2.0,7.75,Desktop,Affiliate,5028.65,not provided,3340.68,2024.0,6.0,12.0
18892,ORD1025648,CUST32091,2024-07-06,46,Lucknow,Beauty,Wireless Headphones,2.0,365.19,3.87,Debit Card,Delivered,2.6,8.0,,Mobile,Social,4721.65,not provided,702.11,2024.0,7.0,6.0
949,ORD1048799,CUST30171,2024-12-22,40,Mumbai,Toys,Running Shoes,1.0,707.95,12.31,Debit Card,Delivered,4.0,6.0,3.22,Mobile,Organic,17968.89,not provided,620.8,2024.0,12.0,22.0
65206,ORD1016728,CUST18069,2024-05-02,35,Lucknow,Fashion,Coffee Maker,3.0,473.02,9.43,Wallet,Delivered,4.7,4.0,10.34,Mobile,Organic,18575.23,SAVE20,1285.24,2024.0,5.0,2.0
13455,ORD1022142,CUST26020,2024-06-10,36,Indore,Home & Kitchen,Coffee Maker,1.0,2000.29,8.1,Wallet,Delivered,3.6,3.0,14.6,Mobile,Social,5877.3,NONE,1838.27,2024.0,6.0,10.0
3408,ORD1056590,CUST79421,2025-02-17,38,Patna,Electronics,Smart Watch,2.0,1263.88,17.93,COD,Returned,4.0,8.0,13.03,Mobile,Organic,1069.25,not provided,2074.53,2025.0,2.0,17.0
85013,ORD1073010,CUST13181,2025-06-16,41,Indore,Sports,Coffee Maker,1.0,338.35,13.11,Wallet,Processing,3.9,2.0,4.38,Mobile,Social,4064.3,not provided,293.99,2025.0,6.0,16.0
58355,ORD1070256,CUST29582,2025-05-27,36,Patna,Grocery,Laptop Stand,1.0,159.84,1.01,Debit Card,Delivered,3.8,4.0,21.47,Mobile,Paid Search,55933.8,not provided,158.23,2025.0,5.0,27.0
83540,ORD1008819,CUST33822,2024-03-05,18,Patna,Books,Laptop Stand,4.0,471.52,16.75,Net Banking,Delivered,3.7,3.0,15.51,not provided,Affiliate,3828.75,NONE,1570.16,2024.0,3.0,5.0
10505,ORD1028931,CUST26107,2024-07-30,32,Indore,Fashion,Face Serum,1.0,2894.78,21.41,Debit Card,Delivered,3.8,6.0,3.45,Mobile,Organic,3703.54,NONE,2275.01,2024.0,7.0,30.0
44293,ORD1063254,CUST93988,2025-04-06,34,Kolkata,Beauty,Running Shoes,1.0,2835.44,20.5,UPI,Delivered,4.5,1.0,5.16,Desktop,Direct,49676.41,APP15,2254.17,2025.0,4.0,6.0
28358,ORD1044612,CUST88872,,26,Mumbai,Electronics,Organic Snacks,2.0,503.45,12.89,UPI,Processing,4.1,6.0,8.42,Mobile,Direct,13373.02,APP15,877.11,,,
15326,ORD1018562,CUST65386,2024-05-15,24,Pune,Sports,Running Shoes,2.0,321.5,21.83,UPI,Delivered,4.5,1.0,7.93,Mobile,Paid Search,1388.33,SAVE20,502.63,2024.0,5.0,15.0
17652,ORD1092137,CUST56559,2025-11-03,20,Chennai,Fashion,Novel,2.0,850.13,10.4,Debit Card,Delivered,3.9,8.0,2.86,Mobile,Paid Search,25522.85,FESTIVE,1523.43,2025.0,11.0,3.0
2216,ORD1047140,CUST99320,2024-12-10,36,Indore,Toys,Yoga Mat,1.0,156.04,25.9,Debit Card,Delivered,4.5,1.0,24.45,Mobile,Organic,55049.92,FESTIVE,115.63,2024.0,12.0,10.0
74411,ORD1038216,CUST61791,2024-10-05,43,Mumbai,Grocery,Wireless Headphones,1.0,460.54,29.1,Wallet,Delivered,3.8,3.0,30.94,Mobile,Social,1068.7,NEWUSER,326.52,2024.0,10.0,5.0
22390,ORD1080145,CUST97261,2025-08-08,24,Jaipur,Books,Yoga Mat,0.0,1122.49,2.59,Credit Card,Delivered,3.2,5.0,13.7,Mobile,Direct,9109.92,NEWUSER,2186.84,2025.0,8.0,8.0
46695,ORD1036933,CUST95474,2024-09-26,32,Delhi,Books,Face Serum,2.0,302.01,13.44,Debit Card,Delivered,4.1,8.0,1.67,Mobile,Paid Search,3855.8,FESTIVE,522.84,2024.0,9.0,26.0
23158,ORD1030439,CUST84174,2024-08-10,18,Ahmedabad,Beauty,Novel,1.0,186.52,14.21,Net Banking,Shipped,2.9,8.0,16.11,Mobile,Paid Search,29316.87,NONE,160.02,2024.0,8.0,10.0
38356,ORD1095964,CUST53778,2025-12-01,39,Hyderabad,Toys,Running Shoes,1.0,585.48,9.72,Wallet,Delivered,3.6,1.0,3.13,Mobile,Organic,3266.72,not provided,528.57,2025.0,12.0,1.0
16756,ORD1014254,CUST74729,2024-04-14,34,Ahmedabad,Grocery,Laptop Stand,5.0,226.03,24.17,Wallet,Cancelled,4.7,6.0,29.65,Mobile,Organic,10000.94,FESTIVE,856.99,2024.0,4.0,14.0
73773,ORD1069211,CUST68522,2025-05-20,40,Mumbai,Books,Yoga Mat,1.0,82.55,6.61,Net Banking,Processing,4.0,6.0,10.96,Desktop,Organic,6326.51,SAVE20,77.09,2025.0,5.0,20.0
74586,ORD1070626,CUST48608,2025-05-30,42,Bengaluru,Books,Novel,4.0,663.83,8.45,Net Banking,Delivered,4.8,3.0,7.04,Mobile,Organic,13022.94,NEWUSER,2430.95,2025.0,5.0,30.0
