order_id,customer_id,order_date,customer_age,city,category,product_name,quantity,unit_price,discount_pct,payment_method,order_status,rating,shipping_days,delivery_distance_km,device,marketing_channel,customer_spend_90d,coupon_code,total_amount
ORD1088315,CUST46533,2025-10-06,20.0,Patna,Fashion,Yoga Mat,3,2391.63, 33.11 ,Wallet,Delivered,3.3,3.0,6.38,Tablet,Direct,3274.23,APP15,4799.28
ORD1081129,CUST78129,2025-08-15,30.0,Bengaluru,Electronics,Bluetooth Speaker,1,515.59,,Net Banking,Delivered,4.5,1.0,2.55,Desktop,Organic,2621.88,NONE,470.22
ORD1076851,CUST91436,2025-07-15,46.0,Pune,Home & Kitchen,Novel,5,5785.02,8.48,Net Banking,Shipped,4.1,4.0,53.44,Desktop,Email,2434.13,,26472.25
ORD1005094,CUST10762,2024-02-07,37.0,Indore,Fashion,Coffee Maker,4,4948.09,20.53,Net Banking,Delivered,4.7,4.0,11.28,Mobile,Social,3765.63,SAVE20,15728.99
ORD1030358,CUST34212,2024-08-09,29.0,unknown,Home & Kitchen,Face Serum,1,457.28,21.72,Debit Card,Delivered,5.0,2.0, 63.14 ,Mobile,Paid Search,₹2159.25,NEWUSER,357.96
ORD1056107,CUST45313,2025-02-13,18.0,Mumbai,Electronics,Laptop Stand,2,549.47,44.42,Credit Card,Delivered,3.1,4.0,3.86,Mobile,Organic,5176.59,APP15,610.79
ORD1044681,CUST35259,2024-11-22,42.0,Ahmedabad,Electronics,Coffee Maker,1,910.21,25.35,Debit Card,Delivered,4.9,3.0,5.56,Desktop,Direct,3786.21,WELCOME10,679.47
ORD1007310,CUST62273,2024-02-23,23.0,Bengaluru,Sports,Smart Watch,3,169.2,6.04,COD,,4.5,1.0,1.6,Mobile,Direct,17716.63,WELCOME10,476.94
ORD1084802,CUST65071,2025-09-11,33.0,Kolkata,Books,Yoga Mat,2,1846.37,,Credit Card,Delivered,3.2,3.0,6.76,Mobile,Paid Search,4108.31,FESTIVE,3498.13
ORD1033654,CUST89858,2024-09-02,41.0,Mumbai,Beauty,Face Serum,1,1599.57,14.55,Wallet,Delivered,3.9,6.0,10.67,Mobile,Organic,2094.2,APP15,1366.83
ORD1032750,CUST33303,2024-08-27,47.0,Hyderabad,Fashion,Running Shoes,1,2207.88,9.33,Wallet,Delivered,4.8,3.0,8.73,Mobile,Organic,12053.3,,2001.88
ORD1004528,CUST82647,2024-02-03,25.0,Ahmedabad,Beauty,Bluetooth Speaker,1,712.1,10.87,UPI,Delivered,4.3,2.0,10.95,Mobile,Organic,41635.24,SAVE20,634.69
ORD1049846,CUST91755,2024-12-29,25.0,Jaipur,Fashion,Yoga Mat,1,672.84,5.28,COD,Processing,4.8,3.0,4.63,Mobile,Paid Search,10946.96,NONE,637.31
ORD1037451,CUST62024,2024-09-30,28.0,Ahmedabad,Books,Coffee Maker,3,123.54,15.64,Wallet,Delivered,4.5,3.0,3.06,Mobile,Direct,2205.48,NONE,312.66
ORD1003730,CUST37260,2024-01-28,25.0,Bengaluru,Books,Coffee Maker,3,1170.58,6.95,Credit Card,Delivered,5.0,4.0,23.46,Desktop,Social,3426.86,FESTIVE,3267.67
ORD1044108,CUST73596,2024-11-17,37.0,Bengaluru,Beauty,Yoga Mat,2,1481.53,16.62,Credit Card,Delivered,3.7,4.0,29.66,Mobile,Direct,2024.6,APP15,2470.6
ORD1094051,CUST57327,2025-11-17,18.0,,Sports,Laptop Stand,1,1257.55,15.03,Credit Card,Delivered,3.3,3.0,17.27,Mobile,Organic,15522.42,NEWUSER,1068.54
ORD1052180,CUST50094,2025-01-15,40.0,Chennai,Toys,Smart Watch,3,422.72,13.39,Credit Card,Cancelled,3.7,5.0,45.29,Mobile,Affiliate,12956.94,APP15,1098.35
ORD1022587,CUST27777,2024-06-13,32.0,Bengaluru,Fashion,Running Shoes,2,200.74,26.51,Debit Card,Delivered,4.9,2.0,32.76,Mobile,Affiliate,528.24,WELCOME10,295.05
ORD1003435,CUST99690,2024-01-26,37.0,Mumbai,Fashion,Wireless Headphones,1,73.14,19.73,Credit Card,Delivered,4.4,6.0,8.37,Mobile,Organic,21381.12,WELCOME10,58.71
ORD1025249,CUST14585,2024-07-03,46.0,Indore,Fashion,Organic Snacks,1,841.51,13.33,Credit Card,Delivered,3.4,6.0,43.57,Desktop,Social,3383.61,NEWUSER,729.34
ORD1062576,CUST36694,12-35-2024,39.0,Ahmedabad,Home & Kitchen,Running Shoes,2,531.66,19.2,Credit Card,Delivered,4.0,2.0,13.04,Mobile,Paid Search,6390.66,APP15,859.16
ORD1072297,CUST73390,2025-06-11,46.0,Pune,Books,Coffee Maker,1,4002.83,3.31,Debit Card,,3.4,2.0,4.91,Mobile,Organic,1077.46,FESTIVE,3870.34
ORD1087823,CUST93104,2025-10-03,61.0,Hyderabad,Grocery,Wireless Headphones,1,2716.22,26.96,Net Banking,Delivered,3.7,6.0,5.07,Mobile,Paid Search,4275.64,APP15,1983.93
ORD1020623,CUST85579,2024-05-30,40.0,Mumbai,Home & Kitchen,,0,2127.86,12.9,Wallet,Processing,4.9,3.0,15.45,Mobile,Social,2306.42,APP15,1853.37
ORD1036161,CUST20315,2024-09-20,25.0,Mumbai,Grocery,Bluetooth Speaker,1,725.75,11.57,Credit Card,Cancelled,5.0,10.0,13.8,Tab,Organic,3942.58,WELCOME10, 641.78 
ORD1040664,CUST82542,2024-10-23,,Lucknow,Home & Kitchen,Wireless Headphones,1,711.93,12.48,Credit Card,Processing,4.0,2.0,16.24,Desktop,Organic,4022.44,WELCOME10,623.08
ORD1069634,CUST66119,2025-05-23,45.0,Patna,Sports,Novel,1,362.7,1.45,COD,Processing,4.3,1.0,6.2,Mobile,Organic,4417.38,WELCOME10,357.44
ORD1065445,CUST86463,2025-04-22,32.0,Bengaluru,Sports,Face Serum,3,769.05,7.01,UPI,Delivered,3.6,6.0,16.28,Mobile,Direct,5848.09,NEWUSER,2145.42
ORD1097837,CUST45623,2025-12-15,43.0,Chennai,Fashion,Laptop Stand,1,4434.35,7.21,Credit Card,Cancelled,3.6,2.0,14.45,Tablet,Social,3473.9,NEWUSER,4114.63
ORD1052220,CUST78479,2025-01-16,32.0,Pune,Beauty,Wireless Headphones,3,576.75,17.2,Net Banking,Delivered,3.7,6.0,2.92,Desktop,Social,7435.9,FESTIVE,1432.65
ORD1009519,CUST29684,2024-03-10,28.0,Jaipur,Beauty,Laptop Stand,2,414949.95,15.06,Credit Card,Delivered,4.0,2.0,17.13,Mobile,Social,6173.66,SAVE20,742.41
ORD1064095,CUST11515,2025-04-12,42.0,Ahmedabad,Books,Running Shoes,170,493.5,7.08,Debit Card,Delivered,4.4,1.0,11.88,Mobile,Organic,3137.66,FESTIVE,1375.68
ORD1061760,CUST98650,2025-03-26,30.0,Ahmedabad,Beauty,Wireless Headphones,1,4022.9,16.38,COD,Processing,3.6,4.0,7.06,Mobile,Organic,2888.67,FESTIVE,3363.95
ORD1093610,CUST24243,2025-11-14,27.0,Mumbai,Electronics,Running Shoes,2,1722.76,20.29,Wallet,Delivered,4.3,5.0,7.27,Desktop,Email,1304.7,SAVE20,2746.42
ORD1060320,CUST12343,2025-03-16,31.0,Patna,Grocery,Yoga Mat,4,2767.15,34.96,Debit Card,Delivered,3.9,1.0,6.13,Mobile,Direct,3888.88,FESTIVE,7199.02
ORD1051616,CUST53282,2025-01-11,34.0,Indore,Books,Laptop Stand,1,614.95,30.61,Debit Card,Delivered,3.8,2.0,3.44,Desktop,Affiliate,9160.66,APP15,426.71
ORD1024707,CUST23893,2024-06-29,36.0,Bengaluru,Electronics,Coffee Maker,1,2132.6,7.13,Credit Card,Delivered,3.5,1.0,39.47,Mobile,Organic,35553.27,NONE,1980.55
ORD1017795,CUST45440,2024-05-09,25.0,Mumbai,Home & Kitchen,Novel,1,73.34,29.05,Net Banking,return,4.1,3.0,9999,Tablet,Social,23495.14,,52.03
ORD1000882,CUST96127,2024-01-07,21.0,Indore,Books,Coffee Maker,1,648.33,32.18,Credit Card,Delivered,3.6,2.0,5.91,Mobile,Paid Search,3674.81,FESTIVE,439.7
ORD1055440,CUST15304,2025-02-08,22.0,Chennai,Books,Yoga Mat,4,1376.48,20.07,Credit Card,Delivered,3.8,14.0,18.96,Mobile,Direct,2019.92,NONE,4400.88
ORD1073736,CUST78771,2025-06-22,39.0,Ahmedabad,Books,Organic Snacks,5,672.39,10.1,Net Banking,Delivered,3.6,8.0,14.31,Mobile,Direct,2605.72,NONE,3022.39
ORD1094306,CUST67944,2025-11-19,47.0,Bengaluru,Home & Kitchen,Yoga Mat,3,10334.28,2.2,UPI,Delivered,4.7,2.0,2.09,Mobile,Organic,11011.3,NONE,30320.78
ORD1093144,CUST68388,2025-11-10,22.0,Indore,Grocery,Novel,2,1157.31,6.17,Credit Card,Delivered,,14.0,8.4,Mobile,-,2679.16,WELCOME10,2171.81
ORD1075947,CUST37845,2025-07-08,18.0,Jaipur,Toys,Coffee Maker,3,2648.43,19.68,Net Banking,Delivered,5.0,4.0,23.21,Desktop,Organic,1343.49,,6381.66
ORD1080795,CUST56418,2025-08-12,27.0,Pune,Toys,Coffee Maker,1,1392.91,6.52,Net Banking,Delivered,5.0,3.0,19.0,Mobile,Email,10584.89,APP15,1302.09
ORD1005815,CUST86551,2024-02-12,28.0,Indore,Grocery,Organic Snacks,4,434.01,9.74,Wallet,Delivered,4.9,2.0,3.3,Mobile,Organic,9166.14,WELCOME10,1566.95
ORD1064727,CUST21626,2025-04-17,23.0,Indore,Books,Bluetooth Speaker,1,,11.69,Debit Card,Delivered,3.4,5.0,30.78,Desktop,Organic,4668.43,WELCOME10,871.76
ORD1051597,CUST55275,2025-01-11,48.0,Bengaluru,Books,Running Shoes,4,381.38,20.8,Debit Card,Delivered,2.9,2.0,6.54,Desktop,Paid Search,2716.91,NEWUSER,1208.21
ORD1076027,CUST45576,2025-07-09,22.0,Kolkata,Sports,Wireless Headphones,3,276995.34,2.53,Net Banking,Returned,3.9,5.0,7.46,Mobile,Paid Search,104.9,WELCOME10,980.13
ORD1087496,CUST77936,2025-09-30,21.0,Bengaluru,Books,Bluetooth Speaker,1,410.32,17.7,UPI,Cancelled,3.2,12.0,13.07,Mobile,Social,13435.22,SAVE20,337.69
ORD1088969,CUST58785,2025-10-11,18.0,Lucknow,Grocery,Yoga Mat,1,482.66,19.71,Net Banking,Delivered,4.7,3.0,8.98,Desktop,Social,13289.48,SAVE20,387.53
ORD1056380,CUST81915,2025-02-15,18.0,Mumbai,Toys,Organic Snacks,1,567.68,1.9,UPI,Delivered,4.0,7.0,52.58,Mobile,Organic,5987.79,NEWUSER,556.89
ORD1059861,CUST19896,2025-03-12,49.0,Patna,Books,Wireless Headphones,1,975.39,8.34,Debit Card,Delivered,4.8,8.0,8.86,Mobile,Paid Search,2133.98,NONE,894.04
ORD1058163,CUST28825,2025-02-28,32.0,Jaipur,Grocery,Organic Snacks,3,949.29,6.34,Debit Card,Delivered,4.1,7.0,4.84,Mobile,Social,₹4813.4,APP15,2667.32
ORD1077492,CUST31026,2025-07-19,45.0,Kolkata,Toys,Yoga Mat,2,419.33,11.55,Debit Card,Delivered,4.7,6.0,25.14,Desktop,Email,1599.28,NEWUSER,741.79
ORD1063303,CUST50073,01/13/2025,43.0,Lucknow,Books,Wireless Headphones,2,955.73,4.8,Net Banking,Delivered,5.0,,4.2,Mobile,Organic,1954.67,SAVE20,1819.71
ORD1008292,CUST65038,2024-03-01,28.0,Lucknow,Sports,Novel,5,2292.86,7.78,Wallet,Delivered,4.1,3.0,8.38,Mobile,null,653.05,WELCOME10,10572.38
ORD1099804,CUST55041,2025-12-29,29.0,Pune,Home & Kitchen,Running Shoes,2,1162.53,9.84,COD,Delivered,5.0,5.0,,Mobile,Direct,12397.36,FESTIVE,2096.27
ORD1080756,CUST44230,2025-08-12,41.0,Indore,Beauty,Bluetooth Speaker,3,465.92,5.42,Wallet,Returned,3.9,3.0,4.9,Mobile,direct ,465.85,SAVE20,1322.0
ORD1022071,CUST92224,2024-06-10,32.0,Chennai,Grocery,Coffee Maker,1,442.5,14.4,UPI,Delivered,3.7,6.0,7.25,Mobile,Direct,1843.37,NEWUSER,378.78
ORD1070700,CUST75470,2025-05-31,31.0,Hyd,Fashion,Smart Watch,1,1094.35,32.04,Debit Card,Delivered,5.0,3.0,8.67,Mobile,paid search,8967.05,APP15,743.72
ORD1049844,CUST78594,2024-12-29,35.0,Pune,Fashion,Coffee Maker,2,977.17,6.34,UPI,Delivered,4.0,1.0,24.13,Mobile,organic,1797.83,NONE,1830.43
ORD1034835,CUST73292,2024-09-11,42.0,Chennai,Home & Kitchen,Wireless Headphones,1,4356.31,5.56,COD,Delivered,2.7,2.0,9.49,Tablet,Social,2119.08,APP15,4114.1
ORD1037323,CUST87851,2024-09-29,31.0,Indore,Electronics,Organic Snacks,1,297.46,5.86,COD,Delivered,4.2,3.0,3.55,Tablet,Email,3514.98,APP15,280.03
ORD1027106,CUST61150,2024-07-16,18.0,Mumbai,Books,Wireless Headphones,1,1744.43,7.12,NetBanking,Shipped,3.9,1.0,9.18,Desktop,Organic,7530.09,WELCOME10,1620.23
ORD1008065,CUST10159,2024-02-28,26.0,Chennai,Fashion,Face Serum,3,3876.39,6.04,Wallet,Processing,4.8,4.0,4.48,Desktop,Organic,1141.67,NEWUSER,10926.77
ORD1043955,CUST38313,2024-11-16,51.0,Hyderabad,Books,Smart Watch,1,646.41,2.61,COD,Delivered,4.2,,13.48,Desktop,Paid Search,450.39,NONE,629.54
ORD1049515,CUST36245,2024-12-27,32.0,Kolkata,Grocery,Novel,1,2516.41,2.21,COD,Delivered,4.1, 2.0 ,14.18,Mobile,Social,50854.56,WELCOME10,2460.8
ORD1095163,CUST46836,2025-11-25,31.0,Ahmedabad,Beauty,Yoga Mat,5,196.75,13.27,Credit Card,Shipped,3.6,3.0,5.75,Mobile,Direct,10117.18,WELCOME10,853.21
ORD1056629,CUST43662,2025-02-17,43.0,Lucknow,Sports,Bluetooth Speaker,1,3885.26,18.84,Debit Card,Shipped,3.9,8.0,3.04,Mobile,Organic,3944.88,NEWUSER,3153.28
ORD1049568,CUST94691,2024-12-27,37.0,Lucknow,Home & Kitchen,Wireless Headphones,1,509.03,12.27,COD,Returned,3.5,9.0,12.05,Desktop,Paid Search,1141.91,APP15,446.57
ORD1089011,CUST54528,2025-10-11,32.0,Mumbai,Grocery,Smart Watch,1, 3307.34 ,13.01,Debit Card,Delivered,3.5,4.0,5.63,Mobile,Organic,12292.62,WELCOME10,2877.06
ORD1022070,CUST82808,2024-06-10,31.0,Bengaluru,Fashion,Running Shoes, 1 ,374.34,1.15,Wallet,Returned,4.3,2.0,12.56,Desktop,Organic,3060.24,NONE,370.04
ORD1062386,CUST34114,2025-03-31,32.0,Jaipur,Beauty,Wireless Headphones,2,469.74,12.96,COD,Processing,5.0,2.0,5.68,Mobile,Organic,4352.26,NONE,817.72
ORD1039254,CUST22276,2024-10-13,21.0,Chennai,Sports,Yoga Mat,1,338.1,21.77,Wallet,Delivered,4.2,8.0,8.43,Desktop,Organic,15820.52,NEWUSER,264.5
ORD1052569,CUST11308,2025-01-18,34.0,Jaipur,Grocery,Running Shoes,2,366.05,20.67,Net Banking,Delivered,4.3,7.0,12.97,Mobile,Organic,1417.38,FESTIVE,580.77
ORD1041582,CUST59759,2024-10-30,41.0,Hyderabad,Beauty,Novel,1,150.92,21.06,Net Banking,Delivered,3.5,3.0,3.56,Mobile,Organic,34555.95,WELCOME10,119.14
ORD1084363,CUST18398,2025-09-07,32.0,Patna,Fashion,Face Serum,2,2039.45,19.23,Wallet,Shipped,4.2,4.0,4.91,Mobile,Email,2868.7,NEWUSER,3294.53
ORD1004074,CUST72314,2024-01-30,20.0,Mumbai,Sports,Smart Watch,2,1430.86,10.5,Debit Card,Delivered,4.0,2.0,24.61 km,Mobile,Social,4869.33,FESTIVE,2561.24
ORD1090608,CUST80462,2025-10-23,32.0,Jaipur,Books,Coffee Maker,2,3891.56,17.31,COD,Delivered,4.3,4.0,16.45,Desktop,Organic,6566.97,NONE,6435.86
ORD1086867,CUST50129,2025-09-26,26.0,Indore,Beauty,Coffee Maker,1,933.16,8.01,Net Banking,Processing,,4.0,10.45,Desktop,Direct,8874.02,APP15,858.41
ORD1015360,CUST35208,2024-04-22,41.0,Indore,Fashion,Running Shoes,2,999.79,21.96,Debit Card,Shipped,4.9,2.0,1.84,Desktop,Organic,9984.36,FESTIVE,1560.47
ORD1064329,CUST51918,2025-04-14,43.0,Pune,Electronics,,1,3137.95,9.17,Credit Card,Delivered,,2.0,,Desktop,organic,6764.14,SAVE20,2850.2
ORD1088001,CUST25463,2025-10-04,27.0,Indore,Grocery,Wireless Headphones,1,₹612.18,23.02,Net Banking,Delivered,3.5,2.0,7.85,Mobile,Organic,1670.44,SAVE20,471.26
ORD1092845,CUST25614,2025-11-08,32.0,Mumbai,Toys,Wireless Headphones,5,412.01,14.74,Credit Card,Delivered,,3.0,1.4,Tablet,Affiliate,68914.88,APP15,1756.4
ORD1033408,CUST95201,2024-08-31,38.0,Hyderabad,Grocery,,1,2271.09,10.48,Wallet,Delivered,3.4,6.0,4.93,Mobile,Direct,3038.78,NONE,2033.08
ORD1091297,CUST85040,2025-10-28,26.0,Pune,Fashion,Running Shoes,1,257.88,34.85,Debit Card,Processing,2.9,9.0,2.96,Tablet,Paid Search,18068.85,APP15,168.01
ORD1073464,CUST14399,2025-06-20,41.0,Lucknow,Home & Kitchen,Face Serum,2,350.65,5.12,Debit Card,Shipped,5.0,2.0,11.38,Desktop,Paid Search,29147.33,SAVE20,665.39
ORD1035490,CUST83801,2024-09-16,47.0,Hyderabad,Sports,Organic Snacks,1,304.05,18.6,UPI,Delivered,4.6,1.0,9.9,Desktop,Affiliate,572.96,NEWUSER,247.5
ORD1049746,CUST96051,2024-12-29,31.0,Mumbai,Home & Kitchen,Bluetooth Speaker,2,712.28,23.31,Credit Card,Delivered,5.0,2.0,38.33,Desktop,Direct,2003.6,SAVE20,1092.5
ORD1078711,CUST17028,2025-07-28,29.0,Delhi,Fashion,Yoga Mat,2,304.92,28.23,COD,Delivered,3.0,4.0,6.14,Tablet,Organic,10679.08,NONE,437.68
ORD1012450,CUST22219,2024-03-31,23.0,Indore,Sports,Yoga Mat,2,485.5,2.16,Debit Card,Delivered,4.7,3.0,5.61,Mobile,Paid Search,11585.07,SAVE20,950.03
ORD1074856,CUST60557,2025-06-30,33.0,Hyderabad,Sports,Bluetooth Speaker,1, 468.28 ,14.75,Credit Card,Delivered,4.2,4.0,2.04,Mobile,Social,1203.58,WELCOME10,399.21
ORD1076985,CUST41476,2025-07-15,22.0,Mumbai,Beauty,Organic Snacks,2,153.7,1.98,UPI,Delivered,3.6,1.0,2.09,Desktop,Paid Search,6593.25,SAVE20,301.31
ORD1044494,CUST84867,2024-11-20,28.0,Pune,,Bluetooth Speaker,1,521.1,24.26,Net Banking,Delivered,4.9,4.0,4.68,Tablet,Organic,64957.4,,394.68
ORD1040920,CUST84470,2024-10-25,33.0,Bengaluru,Sports,Novel,1,2628.33,13.61,COD,Processing,4.5,2.0,4.27,Mobile,Paid Search,2009.38,FESTIVE,2270.61
ORD1091899,CUST25986,2025-11-01,31.0,Chennai,Electronics,Face Serum,2,191.41,21.06,Net Banking,Delivered,3.6,3.0,2.91,Mobile,Organic,748.4,FESTIVE,302.2
ORD1038375,CUST15008,2024-10-07,26.0,Bengaluru,Books,Wireless Headphones,3,1742.25,21.47,Credit Card,Delivered,4.7,2.0,23.75,Mobile,Organic,3165.54,WELCOME10,4104.57
ORD1095079,CUST10012,2025-11-25, 43.0 ,Mumbai,Sports,Yoga Mat,1,969.98,24.16,UPI,Delivered,5.0,3.0,6.91,Tablet,Organic,3014.76,,735.63
ORD1029405,CUST72646,2024-08-02,32.0,Mumbai,Grocery,Laptop Stand,1,1034.41,30.43,Net Banking,Delivered,3.9,2.0,14.26,Mobile,Organic,8640.21,SAVE20,719.64
ORD1010942,CUST67610,2024-03-20,30.0,Bengaluru,Grocery,Coffee Maker,1,289.76,18.57,Credit Card,Shipped,3.8,4.0,2.89,Mobile,Organic,7478.41,WELCOME10,235.95
ORD1095734,CUST57286,2025-11-29,32.0,Patna,Sports,Running Shoes,2,229.61,3.41,Wallet,Delivered,4.0,4.0,14.48,Mobile,Organic,4720.46,WELCOME10,443.56
ORD1042770,CUST25219,2024-11-08,40.0,Mumbai,Fashion,Running Shoes,1,-50,9.04,Credit Card,Processing,4.3,3.0,3.3,Desktop,Organic,904.83,FESTIVE,3306.31
ORD1074946,CUST16862,2025-07-01,35.0,Kolkata,Beauty,Bluetooth Speaker,3,3701.53,18.03,NA,Delivered,4.6,1.0,10.67,Tablet,Organic,46836.01,NEWUSER,₹9102.43
ORD1048566,CUST79495,2024-12-20,19.0,Patna,Electronics,Smart Watch,1,617.15,28.18,Net Banking,Delivered,3.6,3.0,12.43,Mobile,Social,1828.74,FESTIVE,443.24
ORD1049612,CUST80756,2024-12-28,43.0,Hyderabad,Electronics,Smart Watch,1,1012.0,5.62,Net Banking,Delivered,4.4,4.0,23.62,MOBILE,Direct,79849.32,NONE,955.13
ORD1009301,CUST10003,2024-03-08,23.0,Delhi,Home & Kitchen,Wireless Headphones,1,661.68,7.99,Debit Card,Delivered,4.7,1.0,81.26,Mobile,Direct,7721.21,NEWUSER,608.81
ORD1043817,CUST70647,2024-11-15,29.0,Mumbai,Toys,Bluetooth Speaker,2,731.24,5.06,Net Banking,Delivered,5.0,3.0,20.31,Mobile,Paid Search,769.27,WELCOME10,1388.48
ORD1050527,CUST85431,2025-01-03,35.0,Lucknow,Beauty,Bluetooth Speaker,2,1242.28,2.06,COD,Returned,5.0,9.0,33.85,Mobile,Paid Search,2186.79,WELCOME10,2433.38
ORD1093999,CUST28918,2025-11-17,39.0,Hyderabad,Home & Kitchen,Face Serum,1,1888.2,6.67,Debit Card,Delivered,4.6,,18.93,Mobile,Organic,77.68,NONE,1762.26
ORD1067092,CUST47379,2025-05-04,35.0,Ahmedabad,Beauty,Running Shoes,5,602.1,11.43,UPI,Cancelled,3.3,3.0,8.61,Mobile,Organic,943.7,NEWUSER,2666.4
ORD1077123,CUST57796,2025-07-17,22.0,Hyderabad,Beauty,Face Serum,2,854.03,28.39,Credit Card,Processing,3.6,7.0,3.42,Mobile,Organic,1860.17,WELCOME10,1223.14
ORD1065977,CUST15751,2025-04-26,35.0,Mumbai,Beauty,Wireless Headphones,2,219.99,15.6,Credit Card,Delivered,3.6,1.0,29.35,Tablet,Affiliate,16016.83,SAVE20,371.34
ORD1005465,CUST87499,2024-02-09,37.0,Jaipur,Grocery,Bluetooth Speaker,3,288.3,14.69,Wallet,Delivered,4.6,1.0,40.41,Desktop,Organic,299.0,NONE,737.85
ORD1040657,CUST47229,2024-10-23,53.0,Hyderabad,Grocery,Running Shoes,2,1679.94,22.06,COD,Delivered,4.3,1.0,8.11,Mobile,Social,5140.88,NEWUSER,2618.69
ORD1068178,CUST27542,2025-05-12,38.0,Lucknow,Fashion,Smart Watch,3, 140.71 ,1.76,Debit Card,Returned,4.7,1.0,1.36,Mobile,Organic,1229.97,WELCOME10,414.7
ORD1002310,CUST97288,2024-01-17,40.0,Bengaluru,Electronics,Wireless Headphones,1,783.35,27.09,Debit Card,Delivered,4.3,6.0,12.09,Desktop,Organic,660.76,NONE, 571.14 
ORD1082426,CUST60674,2025-08-24,31.0,Hyderabad,,Novel,1,382.29,18.49,Net Banking,Delivered,4.8,4.0,12.77,Mobile,Paid Search,4759.87,NONE,311.6
ORD1055600,CUST35721,2025-02-09,32.0,Pune,Toys,Bluetooth Speaker,1,2496.44,6.87,Wallet,Delivered,4.1,3.0,10.4,Mobile,Organic,54914.9,SAVE20,2324.93
ORD1017394,CUST64738,2024-05-06,31.0,Ahmedabad,Fashion,Wireless Headphones,1,462.67,9.07,COD,Delivered,5.0,9.0,6.48,Mobile,Email,11761.02,WELCOME10,420.71
ORD1089132,CUST37349,2025-10-12,33.0,Chennai,Beauty,Face Serum,3,2297.13,12.62,COD,Delivered,4.1,5.0,8.06,Mobile,Paid Search,15816.76,SAVE20,6021.7
ORD1025831,CUST52586,2024-07-07,28.0,Pune,Home & Kitchen,Organic Snacks,1,1506.64,29.19,Wallet,,5.0,2.0,6.81,Desktop,Affiliate,23395.25,NEWUSER,1066.85
ORD1069967,CUST13558,2025-05-25,33.0,Mumbai,Beauty,Organic Snacks,2,949.24,11.24,Credit Card,Delivered,4.9,2.0,15.33,Desktop,Email,1780.8,NONE,1685.09
ORD1033267,CUST90505,2024-08-30,33.0,Hyderabad,Home & Kitchen,Laptop Stand,1,1300.94,,COD,Delivered,4.3,6.0,10.71,Desktop,Direct,8764.35,SAVE20,1149.12
ORD1092783,CUST66042,2025-11-08,30.0,Lucknow,Toys,Smart Watch,1,776.87,14.04,Wallet,Returned,1.9,2.0,4.51,Mobile,Organic,7339.77,NEWUSER,667.8
ORD1083948,CUST91799,2025-09-04,30.0,Patna,Toys,Organic Snacks,2,517.41,1.69,COD,Delivered,3.7,6.0,6.48,Mobile,social media,1369.71,FESTIVE,1017.33
ORD1043430,CUST53480,2024-11-13,37.0,Patna,home & kitchen,Yoga Mat,2,2248.76,6.15,COD ,Delivered,5.0,2.0,42.06,Tablet,Organic,2089.27,NEWUSER,
ORD1024073,CUST78054,2024-06-24,36.0,Kolkata,Grocery,Coffee Maker,1,5831.88,12.12,COD,Delivered,5.0,1.0,13.86,Mobile,Direct,4156.52,NONE,5125.06
ORD1009530,CUST96799,2024-03-10,34.0,Ahmedabad,Sports,Laptop Stand,0,256.6,8.32,Wallet,Delivered,3.7,2.0,4.71,Mobile,Direct,1523.94,SAVE20,235.25
ORD1032655,CUST37915,2024-08-26,26.0,Pune,Electronics,Face Serum,1,365.25,6.42,Debit Card,Delivered,2.6,6.0,11.45,Mobile,Organic,8981.31,WELCOME10,341.8
ORD1059408,CUST52710,2025-03-09,18.0,Kolkata,Beauty,Wireless Headphones, 2 ,176.92,11.82,Wallet,Delivered,4.2,5.0,21.24,Mobile,Paid Search,,FESTIVE,312.02
ORD1016130,CUST11968,2024-04-27,31.0,Mumbai,Grocery,Running Shoes,1,255.14,8.92,Net Banking,CANCELLED ,4.6,5.0,2.75,Mobile,Paid Search,1261.38,NEWUSER,232.38
ORD1077439,CUST36296,2025-07-19,41.0,Pune,Grocery,Organic Snacks,,1048.99,32.23,Debit Card,Delivered,3.7,7.0,13.64,Mobile,Direct,5389.35,APP15,2132.7
ORD1084549,CUST72950,2025-09-09,35.0,Patna,Toys,Organic Snacks,2,1073.19,21.87,Debit Card,Shipped,4.3,3.0,3.35,Desktop,not provided,8741.41,APP15,1676.97
ORD1027080,CUST91881,2024-07-16,35.0,Jaipur,Beauty,Novel,1,572.8,3.69,Debit Card,Delivered,3.5,7.0,7.93,Mobile,Direct,1296.38,WELCOME10,551.66
ORD1036818,CUST83627,2024-09-25,20.0,Ahmedabad, Electronics ,Yoga Mat,2,400.74,4.74,UPI,Delivered,3.0,,8.99,Desktop,Affiliate,2185.95,APP15,763.49
ORD1068714,CUST82017,,36.0,Kolkata,Electronics,Yoga Mat,1,3530.78,13.7,COD,Returned,,6.0,8.32,Mobile,Organic,4406.09,SAVE20,3047.06
ORD1027188,CUST71959,12-35-2024,18.0,Ahmedabad,Home & Kitchen,Bluetooth Speaker,1,181.04,6.2,UPI,Cancelled,5.0,4.0,24.53,Mobile,Social,1512.29,WELCOME10,169.82
ORD1020789,CUST91412,2024-05-31,21.0,Delhi,Electronics,Coffee Maker,1,356.26,3.56,Debit Card,Delivered,4.0,2.0,14.13,Mobile,Organic,1433.21,APP15,343.58
