,OrderId,CustomerId,OrderDate,Age,City,Category,ProductName,Quantity,UnitPrice,DiscountPct,PaymentMethod,OrderStatus,Rating,ShippingDays,DeliveryDistanceKM,Device,MarketingChannel,Spend90d,CouponCode,TotalAmount
1296,ORD1023195,CUST30823,2024-06-18,36.0,Pune,Fashion,Yoga Mat,1.0,579.3,16.9,UPI,Delivered,3.1,4.0,5.36,Mobile,Email,456.31,FESTIVE,481.4
1297,ORD1048271,CUST49617,2024-12-18,28.0,Mumbai,Fashion,Running Shoes,2.0,196.58,15.45,UPI,Processing,4.2,4.0,11.42,Mobile,Direct,14537.14,NONE,332.42
1298,ORD1052528,CUST90908,2025-01-18,42.0,Jaipur,Fashion,Novel,3.0,1898.37,33.88,Debit Card,Delivered,4.0,3.0,,Desktop,Organic,6583.18,NEWUSER,3765.61
1299,ORD1039415,CUST64379,2024-10-14,32.0,Jaipur,Toys,Running Shoes,1.0,612.71,22.18,Net Banking,Delivered,,7.0,20.36,Mobile,Organic,1624.53,FESTIVE,476.81
1300,ORD1037914,CUST65564,2024-10-03,44.0,Pune,Beauty,Bluetooth Speaker,1.0,4152.71,8.18,Net Banking,Delivered,4.2,6.0,10.56,unknown,Direct,1828.62,SAVE20,3813.02
1301,ORD1055335,CUST22429,2025-02-07,40.0,Lucknow,Grocery,Novel,3.0,199.55,12.24,Credit Card,Delivered,4.3,4.0,1.14,Mobile,Paid Search,10210.57,NONE,525.38
1302,ORD1071187,CUST64396,2025-06-03,35.0,Mumbai,Toys,Laptop Stand,1.0,644.14,8.65,UPI,Returned,5.0,5.0,4.12,Mobile,Affiliate,14640.29,,588.42
1303,ORD1030497,CUST42829,2024-08-10,41.0,Delhi,Toys,Bluetooth Speaker,3.0,406.59,21.8,UPI,Delivered,4.0,3.0,4.0,Mobile,Social,9767.75,WELCOME10,953.86
1304,ORD1038569,CUST43710,2024-10-08,31.0,Indore,,Face Serum,1.0,234.22,20.1,UPI,Cancelled,4.2,2.0,4.2,Desktop,Organic,43522.94,FESTIVE,187.14
1305,ORD1038166,CUST91011,2024-10-05,32.0,Chennai,Toys,Yoga Mat,4.0,872.1,4.73,Wallet,Delivered,,1.0,6.26,,Email,7778.17,APP15,3323.4
1306,ORD1087763,CUST46420,2025-10-02,35.0,Ahmedabad,Beauty,Running Shoes,2.0,665.04,18.23,cash on delivery,Delivered,4.7,3.0,6.42,Tablet,Affiliate,,NONE,1087.61
1307,ORD1001249,CUST62189,2024-01-10,18.0,Jaipur,Fashion,Laptop Stand,1.0,862.2,28.8,Wallet,Delivered,5.0,1.0,5.52,Mobile,Social,722.2,WELCOME10,613.89
1308,ORD1023018,CUST44133,2024-06-17,59.0,Indore,Sports,Laptop Stand,1.0,4166.74,6.39,Net Banking,Delivered,,3.0,2.55,Mobile,Affiliate,34204.6,NEWUSER,3900.49
1309,ORD1099980,CUST49132,2025-12-30,33.0,Pune,Sports,Yoga Mat,1.0,1132.36,1.18,Wallet,Delivered,3.8,3.0,7.59,pc,Social,8592.12,NONE,1119.0
1310,ORD1023751,CUST76956,2024-06-22,28.0,Chennai,Toys,Running Shoes,2.0,286.41,18.74,UPI,Delivered,3.3,3.0,11.83,Mobile,Social,2345.4,,465.47
1311,ORD1006619,CUST78360,2024-02-18,26.0,Chennai,Beauty,Face Serum,,601.49,25.4,Wallet,Delivered,4.4,8.0,5.55,Desktop,Organic,5661.66,WELCOME10,448.71
1312,ORD1004129,CUST85631,2024-01-31,22.0,Lucknow,Toys,Coffee Maker,1.0,329.89,10.44,Debit Card,Delivered,3.5,5.0,19.84,Desktop,Organic,563.54,NONE,295.45
1314,ORD1056691,CUST36863,2025-02-17,23.0,Kolkata,Fashion,Organic Snacks,3.0,333.62,17.23,COD,Delivered,4.4,2.0,3.2,Desktop,Affiliate,8810.61,NEWUSER,828.41
1315,ORD1010451,CUST75909,2024-03-17,24.0,Mumbai,Home & Kitchen,Organic Snacks,1.0,1084.61,11.91,Debit Card,Delivered,3.7,5.0,13.43,Mobile,Organic,19336.44,NONE,955.43
1316,ORD1096434,CUST94670,2025-12-04,20.0,Delhi,Electronics,Smart Watch,4.0,879.33,14.55,Debit Card,Delivered,3.0,9.0,13.12,Mobile,Organic,1669.3,SAVE20,3005.55
1317,ORD1048338,CUST26658,2024-12-18,22.0,Delhi,Toys,Running Shoes,1.0,744.47,0.7,COD,Delivered,3.9,4.0,22.66,Mobile,Social,5858.87,NEWUSER,739.26
1318,ORD1028555,CUST98296,2024-07-27,38.0,Mumbai,Grocery,Yoga Mat,1.0,862.99,16.6,COD,Delivered,4.5,7.0,9.66,Desktop,Organic,12639.58,WELCOME10,719.73
1319,ORD1032311,CUST24251,2024-08-23,36.0,Mumbai,Grocery,Running Shoes,1.0,1389.95,12.99,Net Banking,Delivered,3.4,10.0,22.42,Mobile,Social,6983.7,NEWUSER,1209.4
1320,ORD1005703,CUST19304,2024-02-11,32.0,Mumbai,Books,Bluetooth Speaker,2.0,1130.04,18.52,Credit Card,Delivered,4.7,6.0,,Tablet,Organic,33179.35,NONE,1841.51
1321,ORD1069629,CUST25650,2025-05-23,43.0,Patna,Fashion,Running Shoes,1.0,456.7,8.46,Net Banking,Delivered,4.2,1.0,6.16,Mobile,Email,73948.28,FESTIVE,418.06
1322,ORD1037101,CUST18759,2024-09-27,34.0,Delhi,Electronics,Organic Snacks,2.0,536.02,10.71,COD,Delivered,4.5,6.0,3.92,Desktop,Direct,2054.09,FESTIVE,957.22
1323,ORD1028078,CUST64899,2024-07-23,26.0,Chennai,Grocery,Wireless Headphones,1.0,2056.6,6.46,UPI,Shipped,4.7,6.0,0.78,Mobile,Social,744.97,NEWUSER,1923.74
1324,ORD1007440,CUST93155,2024-02-24,23.0,Delhi,Books,Novel,2.0,384.65,24.02,Debit Card,Delivered,4.3,6.0,0.0,Mobile,Direct,2455.0,WELCOME10,584.51
1325,ORD1036950,CUST76936,2024-09-26,18.0,Chennai,Fashion,Coffee Maker,1.0,1060.19,18.34,Net Banking,Delivered,4.4,1.0,13.91,Mobile,Direct,3493.74,WELCOME10,865.75
1326,ORD1005124,CUST52200,2024-02-07,27.0,Patna,Grocery,Wireless Headphones,1.0,408.07,15.14,Debit Card,Delivered,4.7,3.0,2.52,Mobile,Paid Search,1017.84,NONE,346.29
1327,ORD1005114,CUST86840,2024-02-07,48.0,Jaipur,Sports,Coffee Maker,2.0,3430.54,9.76,COD,Delivered,4.5,1.0,19.94,Tablet,Direct,,NONE,6191.44
1328,ORD1075171,CUST46228,2025-07-02,25.0,Ahmedabad,Fashion,Novel,1.0,3541.72,7.99,UPI,Delivered,5.0,2.0,3.53,Mobile,Direct,1293.28,WELCOME10,3258.74
1329,ORD1099795,CUST17036,2025-12-29,57.0,Delhi ,Toys,Running Shoes,1.0,639.06,14.31,Net Banking,Delivered,3.6,1.0,30.7,Mobile,Social,7736.75,FESTIVE,547.61
1330,ORD1070180,CUST90436,2025-05-27,37.0,Indore,Home & Kitchen,Face Serum,2.0,158.1,6.6,COD,Delivered,5.0,4.0,8.24,Mobile,Organic,3524.22,NONE,295.33
1331,ORD1009025,CUST15636,2024-03-06,21.0,Hyderabad,Electronics,Coffee Maker,2.0,618.38,20.99,Credit Card,Delivered,3.6,,13.0,Mobile,Direct,5084.69,WELCOME10,
1332,ORD1082565,CUST47581,2025-08-25,44.0,Lucknow,Home & Kitchen,,2.0,1666.58,2.99,Wallet,Delivered,4.6,3.0,12.59,Mobile,,16596.53,APP15,3233.5
1333,ORD1065299,CUST18018,2025-04-21,42.0,Indore,Beauty,Laptop Stand,2.0,536.3,32.11,-,Delivered,5.0,3.0,5.58,Mobile,Direct,5461.99,APP15,728.19
1334,ORD1003448,CUST79061,2024-01-26,27.0,Chennai,Books,Smart Watch,1.0,678.79,11.41,Wallet,Shipped,3.4,5.0,2.71,Tablet,Email,338.13,NONE,601.34
1335,ORD1081693,CUST60897,2025-08-19,22.0,Lucknow,Toys,Novel,3.0,447.39,10.06,Debit Card,Delivered,4.8,3.0,2.98,Desktop,Organic,4953.39,,1207.15
1336,ORD1082723,CUST73051,2025-08-26,26.0,Mumbai,Fashion,Wireless Headphones,2.0,7709.74,18.57,Debit Card,Processing,3.7,5.0,5.85,Mobile,Paid Search,5064.87,APP15,12556.08
1337,ORD1020371,CUST51384,2024-05-28,19.0,Delhi,Beauty,Running Shoes,1.0,3821.02,6.01,COD,Delivered,5.0,3.0,7.01,Mobile,paid search,86057.71,FESTIVE,3591.38
1338,ORD1047357,CUST50370,2024-12-11,23.0,Pune,Toys,Coffee Maker,1.0,417.2,1.71,Wallet,Delivered,5.0,7.0,17.64,Desktop,Paid Search,1918.5,WELCOME10,
1339,ORD1040482,CUST95694,2024-10-22,26.0,Indore,Fashion,Novel,4.0,304.0,19.75,UPI,Delivered,4.5,2.0,22.88,Desktop,Paid Search,57140.11,NONE,975.84
1340,ORD1061412,CUST85655,2025-03-24,53.0,Indore,home & kitchen,Coffee Maker,1.0,128.01,2.98,Net Banking,Delivered,4.6,1.0,4.48,Mobile,Paid Search,3267.31,NONE,124.2
1341,ORD1097724,CUST49600,2025-12-14,36.0,Hyderabad,Grocery,Coffee Maker,1.0, 377.96 ,9.41,COD,Delivered,4.3,1.0,5.46,pc,Direct,691.28,APP15,342.39
1342,ORD1053594,CUST79690,2025-01-26,26.0,Ahmedabad,Sports,Yoga Mat,2.0,1201.39,9.28,Wallet,Delivered,3.1,3.0,20.82,Mobile,Social,10322.77,SAVE20,2179.8
1343,ORD1097081,CUST61593,2025-12-09,39.0,Pune,Fashion,Organic Snacks,2.0,734.34,35.36,UPI,Delivered,4.8,6.0,2.96,Mobile,Organic,1955.31,NONE,949.35
1344,ORD1091685,CUST88704,2025-10-31,47.0,Chennai,Sports,Organic Snacks,1.0,181.24,7.13,UPI,Delivered,3.7,2.0,17.27,Mobile,Organic,24711.91,WELCOME10,168.32
1345,ORD1087872,CUST81684,2025-10-03,18.0,Pune,Home & Kitchen,Smart Watch,2.0,2756.32,21.1,Net Banking,Returned,4.6,2.0,2.35,Mobile,Organic,3611.04,APP15,4349.47
1346,ORD1075682,CUST15578,2025-07-06,47.0,Indore,Electronics,Coffee Maker,1.0,718.25,8.68,Net Banking,Cancelled,4.4,6.0,10.14,Mobile,Direct,4269.87,NEWUSER,655.91
1347,ORD1020832,CUST83185,2024-06-01,31.0,Mumbai,Beauty,Smart Watch,2.0,1319.01,4.73,Net Banking,Delivered,4.3,8.0,4.46,Desktop,Social,11134.24,FESTIVE,2513.24
1348,ORD1063262,CUST94197,2025-04-06,35.0,Hyderabad,Beauty,Running Shoes,1.0,1608.23,19.81,COD,Delivered,3.9,3.0,100.0,Mobile,Paid Search,5932.27,SAVE20,1289.64
1349,ORD1083194,CUST37167,2025-08-30,38.0,Bengaluru,Beauty,Coffee Maker,2.0,1541.57,19.54,COD,Processing,4.4,6.0,9.44,Desktop,Affiliate,12951.32,NEWUSER,2480.69
1350,ORD1002216,CUST85876,2024-01-17,32.0,Pune,Grocery,Smart Watch,3.0,2108.07,16.54,Debit Card,Delivered,4.6,2.0,6.72,Mobile,Direct,6431.44,NONE,5278.19
1351,ORD1027093,CUST58932,2024-07-16,35.0,Chennai,Electronics,Wireless Headphones,1.0,297.18,2.88,Wallet,Returned,4.7,4.0,20.61,Mobile,Paid Search,,FESTIVE,288.62
1353,ORD1092766,CUST57707,2025-11-08,51.0,Patna,Books,Face Serum,3.0,143.21,0.72,COD,Delivered,4.8,4.0,14.06,Mobile,Organic,6453.85,FESTIVE,426.54
1354,ORD1065690,CUST64586,2025-04-24,33.0,Ahmedabad,Books,Laptop Stand,1.0,359.11,16.66,Debit Card,Delivered,4.3,5.0,9.17,Mobile,Organic,3511.05,SAVE20,299.28
1355,ORD1001449,CUST65469,2024-01-11,26.0,Pune,Sports,Bluetooth Speaker,1.0,2584.15,9.19,Debit Card,Processing,3.6,,13.88,Mobile,Email,4795.18,SAVE20,2346.67
1356,ORD1050104,CUST93189,2024-12-31,18.0,Delhi,Grocery,Novel,,1502.07,13.64,COD,Delivered,2.5,3.0,11.29,Mobile,Organic,102380.13,APP15,1297.19
1357,ORD1053245,CUST59499,2025-01-23,28.0,Pune,Books,Bluetooth Speaker,3.0,3621.54,7.86,Net Banking,Delivered,2.5,2.0,3.14,Mobile,Paid Search,3582.31,,10010.66
1358,ORD1050588,CUST85227,2025-01-04,56.0,Hyderabad,Home & Kitchen,,1.0,2247.13,3.62,Debit Card,Returned,4.6,2.0,8.17,Mobile,Paid Search,4557.0,SAVE20,2165.78
1359,ORD1007514,CUST61943,2024-02-24,42.0,Mumbai,Grocery,Laptop Stand,4.0,434.69,13.21,Net Banking,Delivered,2.8,2.0,5.33,Mobile,Organic,348.99,FESTIVE,1509.07
1361,ORD1084711,CUST36222,2025-09-10,40.0,Patna,Grocery,Smart Watch,1.0,1560.36,,Debit Card,Returned,3.6,5.0,16.53,Mobile,Organic,,,1446.77
1362,ORD1091902,CUST54209,2025-11-01,39.0,Ahmedabad,Electronics,Wireless Headphones,2.0,1130.32,3.87,Debit Card,Delivered,4.3,4.0,5.72,Desktop,Direct,11525.85,NEWUSER,2173.15
1363,ORD1059946,CUST55588,2025-03-13,19.0,Mumbai,Home&Kitchen,Running Shoes,1.0,1621.72,28.64,Debit Card,Delivered,4.8,3.0,8.47,Mobile,Direct,1062.57,FESTIVE,1157.26
1364,ORD1095057,CUST49395,2025-11-24,27.0,Hyderabad,Home & Kitchen,Face Serum,2.0,5310.74,23.67,Wallet,Delivered,3.3,1.0,11.52,Mobile,Organic,67456.69,FESTIVE,8107.38
1365,ORD1057900,CUST85476,2025-02-26,35.0,Mumbai,Toys,Novel,1.0,918.79,19.64,Debit Card,Delivered,5.0,2.0,61.92,Desktop,Direct,3551.34,WELCOME10,738.34
1366,ORD1054199,CUST70068,2025-01-30,32.0,Lucknow,Books,Smart Watch,5.0,3273.43,14.2,Net Banking,Delivered,3.7,1.0,12.07,Mobile,Organic,3856.32,FESTIVE,14043.01
1367,ORD1023926,CUST19426,2024-06-23,21.0,Jaipur,Electronics,Face Serum,3.0,376.32,17.43,Credit Card,Delivered,4.3,2.0,4.33,Mobile,Paid Search,2656.65,WELCOME10,932.18
1368,ORD1041535,CUST26854,2024-10-30,36.0,Mumbai,Home & Kitchen,Smart Watch,1.0,3613.47,13.55,Debit Card,Shipped,3.7,4.0,8.85,Mobile,Organic,4053.99,SAVE20,3123.84
1369,ORD1075160,CUST12481,2025-07-02,25.0,Jaipur,Grocery,Coffee Maker,2.0,308.45,11.97,COD,Delivered,3.9,5.0,22.37,Mobile,Organic,3690.55,NONE,543.06
1370,ORD1049305,CUST42832,2024-12-25,34.0,Delhi,Books,Organic Snacks,1.0,1313.77,1.81,UPI,Processing,3.6,1.0,13.83,Desktop,Organic,4382.86,WELCOME10,1289.99
1371,ORD1053585,CUST84677,2025-01-26,44.0,,Home & Kitchen,Running Shoes,3.0,1012.48,7.84,Net Banking,Returned,4.7,12.0,5.67,Desktop,Organic,14231.3,APP15,2799.3
1372,ORD1046943,CUST64950,2024-12-08,30.0,Lucknow,Toys,Wireless Headphones,2.0,1275.68,4.97,UPI,Delivered,4.4,7.0,5.73,Desktop,Direct,6170.33,NEWUSER,2424.56
1373,ORD1061873,CUST63606,2025-03-27,26.0,Chennai,Toys,Face Serum,1.0,927.96,6.05,COD,Shipped,,5.0,4.04,Desktop,?,6595.14,WELCOME10,871.82
1374,ORD1034875,CUST26485,not available,20.0,Kolkata,Home & Kitchen,Face Serum,3.0,1356.66,8.51,Debit Card,Delivered,3.8,1.0,31.82,Mobile,Organic,2816.58,,3723.62
1375,ORD1044289,CUST74307,2024-11-19,36.0,Lucknow,Electronics,Running Shoes,2.0,7615.2,12.57,UPI,Delivered,3.3,4.0,48.78,Desktop,Social,2586.43,NONE,13315.94
1376,ORD1059730,CUST23013,2025-03-12,30.0,Lucknow,Fashion,Laptop Stand,2.0,265.32,9.14,Credit Card,Delivered,5.0,2.0,13.15,Desktop,Organic,6130.97,WELCOME10,482.14
1377,ORD1082712,CUST83010,2025-08-26,32.0,Bengaluru,Books,Bluetooth Speaker,1.0,1046.39,22.21,Wallet,Delivered,5.0,4.0,3.12,Mobile,Organic,37791.11,NONE,813.99
1378,ORD1040926,CUST96314,2024-10-25,25.0,Patna,Beauty,Laptop Stand,3.0,4936.18,4.3,Wallet,Delivered,4.3,3.0,23.57,Desktop,Paid Search,817.06,SAVE20,14171.77
1379,ORD1093533,CUST66871,2025-11-13,35.0,Pune,Electronics,Running Shoes,2.0,958.57,19.75,Debit Card,Delivered,4.3,8.0,5.67,Mobile,Affiliate,11705.41,,1538.5
1380,ORD1002975,CUST22822,2024-01-22,35.0,Indore,Sports,Smart Watch,1.0,833.19,4.5,UPI,Delivered,3.0,3.0,,Mobile,Social,1792.02,NEWUSER,795.7
1381,ORD1008136,CUST83511,2024-02-29,22.0,Kolkata,Beauty,Organic Snacks,1.0,2004.83,2.04,Wallet,Processing,,1.0,2032.0,Desktop,Social,13856.31,SAVE20,1963.93
1382,ORD1030918,CUST19017,2024-08-13,42.0,Chennai,Beauty,Coffee Maker,1.0, 1276.8 ,11.28,UPI,Shipped,2.6,2.0,4.33,Mobile,Social,1621.13,APP15,1132.78
1383,ORD1039243,CUST52261,2024-10-13,42.0,Chennai,Fashion,Yoga Mat,2.0,607.01,27.26,Credit Card,Shipped,3.5,6.0,5.22,pc,Organic,,SAVE20,883.08
1384,ORD1096480,CUST36938,2025-12-05,28.0,,Toys,Running Shoes,1.0,3399.88,12.74,Credit Card,Shipped,2.7,10.0,3.36,Mobile,Organic,12467.57,FESTIVE,2966.74
1385,ORD1057690,CUST15398,2025-02-25,33.0,Delhi,Fashion,Novel,1.0,665.42,12.08,COD,Processing,4.6,6.0,6.84,Mobile,Organic,19232.51,NONE,585.04
1386,ORD1048116,CUST96688,2024-12-17,18.0,Indore,Fashion,Organic Snacks,2.0,5629.53,7.09,COD,Cancelled,4.2,1.0,8.63,Mobile,Organic,9809.89,SAVE20,10460.79
1387,ORD1089337,CUST32469,2025-10-14,32.0,Indore,Fashion,Organic Snacks,4.0,4882.66,19.66,Credit Card,Delivered,3.6,1.0,8.78,Mobile,Paid Search,96.6,WELCOME10,15690.92
1388,ORD1054541,CUST62725,2025-02-02,53.0,Bengaluru,Electronics,Running Shoes,1.0,544.42,12.16,Debit Card,Delivered,3.2,2.0,27.78,Desktop,Organic,21061.49,NEWUSER,478.22
1389,ORD1083782,CUST53308,2025-09-03,28.0,Ahmedabad,Toys,Coffee Maker,1.0,182.4,11.29,Wallet,Delivered,5.0,2.0,4.09,Tablet,Organic,6679.09,WELCOME10,161.81
1391,ORD1032742,CUST33541,2024-08-27,37.0,Ahmedabad,Sports,Face Serum,2.0,442.48,9.95,Credit Card,Delivered,,4.0,21.61,Desktop,Paid Search,7985.95,NEWUSER,796.91
1392,ORD1035914,CUST96952,2024-09-19,30.0,Patna,Books,Bluetooth Speaker,2.0,131.31,10.16,Credit Card,Delivered,3.8,4.0,20.35,Mobile,Paid Search,2660.64,FESTIVE,235.94
1393,ORD1046552,CUST78746,2024-12-05,41.0,Delhi,Electronics,Running Shoes,,1423.55,23.15,Credit Card,Delivered,3.6,2.0,13.65,Desktop,Affiliate,478.08,NEWUSER,1094.0
1394,ORD1082575,CUST93630,2025-08-25,25.0,Ahmedabad,Fashion,Smart Watch,2.0,1221.15,6.79,Credit Card,Delivered,4.6,2.0,10.77,Mobile,Email,2370.9,NEWUSER,2276.47
1395,ORD1018911,CUST14657,2024-05-18,29.0,Chennai,Grocery,Organic Snacks,112.0,444.37,10.43,Credit Card,Delivered,4.1,3.0,8.75,Mobile,Organic,680.87,WELCOME10,398.02
1396,ORD1068437,CUST63633,2025-05-14,30.0,Delhi,Grocery,Running Shoes,2.0,709.31,11.09,Wallet,Processing,2.7,2.0,1.14,Desktop,Organic,14438.16,FESTIVE,1261.3
1397,ORD1085841,CUST24199,2025-09-18,24.0,Patna,Books,Face Serum,1.0,1836.81,4.13,Debit Card,Delivered,2.7,5.0,16.4,Mobile,Social,8062.82,FESTIVE,1760.95
1398,ORD1084879,CUST53242,2025-09-11,52.0,Bengaluru,Grocery,Coffee Maker,1.0,499.46,13.54,Net Banking,Delivered,4.1,3.0,14.11,Mobile,Social,1455.97,WELCOME10,431.83
1399,ORD1052674,CUST51955,2025-01-19,29.0,Ahmedabad,Fashion,Laptop Stand,1.0,4371.89,22.45,Debit Card,Delivered,5.0,3.0,9.12,Mobile,Paid Search,1199.69,NEWUSER,2279857.55
1400,ORD1048940,CUST25555,2024-12-23,24.0,Patna,Fashion,Coffee Maker,1.0,1412.18,17.9,COD,Delivered,3.1,3.0,5.92,Desktop,Social,9196.08,NEWUSER,1159.4
1401,ORD1088979,CUST30190,2025-10-11,46.0,Chennai,Fashion,Organic Snacks,1.0,375.24,10.48,Net Banking,Delivered,5.0,6.0,7.1,Mobile,Organic,2350.19,WELCOME10,335.91
1402,ORD1026772,CUST69394,,31.0,Hyderabad,Grocery,Face Serum,1.0,8194.12,16.8,UPI,Delivered,4.0,8.0,6.25,Mobile,Paid Search,3015.1,APP15,6817.51
1403,ORD1015782,CUST91654,2024-04-25,42.0,Mumbai,Beauty,Organic Snacks,1.0,1184.79,4.37,Credit Card,Delivered,5.0,3.0,3.8,Mobile,Affiliate,2650.81,FESTIVE,1133.01
1404,ORD1091935,CUST49657,2025-11-02,33.0,Indore,Beauty,Running Shoes,1.0,2240.89,9.98,COD,Delivered,4.0,1.0,5.79,Mobile,Direct,12742.53,SAVE20,2017.25
1405,ORD1092292,CUST96699,2025-11-04,28.0,Jaipur,,Novel,3.0,497.76,8.5,Wallet,Delivered,4.7,,5.61,Mobile,Social,2329.86,WELCOME10,1366.35
1406,ORD1083580,CUST54333,2025-09-02,59.0,Ahmedabad,Electronics,Smart Watch,1.0,1150.3,15.66,Net Banking,Delivered,3.4,1.0,6.35,Mobile,Direct,2249.7,FESTIVE,970.16
1407,ORD1079204,CUST23841,01/13/2025,28.0,Delhi,Fashion,Smart Watch,1.0,1199.32,18.97,UPI,Delivered,3.4,,3.57,Mobile,Paid Search,8474.42,SAVE20,971.81
1408,ORD1046364,CUST26674,2024-12-04,39.0,Hyderabad,Sports,Running Shoes,1.0,1747.61,12.62,Net Banking,Delivered,4.7,2.0,9.57,Tablet,Paid Search,3915.66,APP15,1527.06
1409,ORD1055436,CUST76472,2025-02-08,37.0,Indore,Fashion,Bluetooth Speaker,1.0,2161.03,12.34,UPI,Delivered,4.7,4.0,8.23,Mobile,Organic,44825.29,APP15,1894.36
1410,ORD1090223,CUST52569,2025-10-20,38.0,Kolkata,Fashion,Organic Snacks,1.0,1076.68,8.67,UPI,Shipped,3.8,1.0,18.82,Mobile,Email,6670.58,APP15,983.33
1411,ORD1051915,CUST35873,2025-01-13,42.0,Ahmedabad,Books,Wireless Headphones,1.0,563.07,19.89,Net Banking,Delivered,3.9,3.0,15.52,Mobile,Direct,585.96,WELCOME10,3852248.43
1412,ORD1053496,CUST61087,2025-01-25,24.0,Ahmedabad, Electronics ,Coffee Maker,4.0,240.16,24.06,COD,Delivered,3.6,8.0,5.32,Mobile,Direct,8008.88,APP15,729.51
1413,ORD1085129,CUST40867,2025-09-13,20.0,Kolkata,Home & Kitchen,Laptop Stand,1.0,1766.45,19.11,Debit Card,Delivered ,4.4,3.0,6.24,Mobile,Organic,10106.16,FESTIVE,1428.88
1414,ORD1001860,CUST66578,2024-01-14,39.0,Mumbai,Home & Kitchen,Organic Snacks,1.0,116312.72,10.33,Wallet,Delivered,5.0,1.0,19.33,Mobile,Affiliate,9338.12,NEWUSER,223.39
1416,ORD1054163,CUST94532,2025-01-30,44.0,Ahmedabad,fashion ,Organic Snacks,3.0,2640.77,17.65,UPI,Delivered,4.2,1.0,4.24,Mobile,Direct,14082.44,NEWUSER,6524.02
1417,ORD1042021,CUST97531,2024-11-02,18.0,Hyderabad,Books,Laptop Stand,1.0,1628.84,26.36,Wallet,Delivered,3.7,6.0,6.31,,Email,8846.92,NONE,1199.48
1418,ORD1065935,CUST98793,2025-04-26,31.0,Pune,Electronics,Smart Watch,2.0,709.22,32.83,Debit Card,Delivered,4.8,3.0,6.3,Mobile,Affiliate,174.17,NEWUSER,952.77
1419,ORD1035959,CUST73728,2024-09-19,37.0,Bombay,Electronics,Novel,1.0,760.14,3.71,Credit Card,Delivered,4.9,2.0,12.31,Mobile,Affiliate,2325.38,APP15,731.94
1420,ORD1049451,CUST19174,2024-12-26,32.0,DELHI,Sports,Yoga Mat,4.0,1186.56,8.48,Credit Card,Processing,2.5,4.0,4.15,Desktop,,24730.25,WELCOME10,4343.76
1421,ORD1078209,CUST21981,2025-07-24,18.0,Pune,Grocery,Bluetooth Speaker,4.0,1015.34,20.83,UPI,Delivered,3.7,1.0,15.01,Mobile,Affiliate,7754.09,WELCOME10,3215.38
1422,ORD1088953,CUST52276,2025-10-11,31.0,Patna,Home & Kitchen,Smart Watch,1.0,3831.92,27.22,Debit Card,Delivered,4.8,1.0,2.71,Mobile,Paid Search,3086.9,WELCOME10,2788.87
1423,ORD1028875,CUST97957,2024-07-29,38.0,Chennai,Electronics,Yoga Mat,1.0,593.6,1.79,Debit Card,Delivered,5.0,3.0,4.9,Tablet,Paid Search,3645.14,WELCOME10,582.97
1424,ORD1063757,CUST79519,2025-04-10,29.0,,Home & Kitchen,Organic Snacks,5.0,1696.01,14.24,Wallet,Delivered,5.0,2.0,8.66,Mobile,Social,15895.32,FESTIVE,7272.49
1425,ORD1013095,CUST51146,2024-04-05,37.0,Jaipur,Grocery,Wireless Headphones,1.0,1627.15,11.81,Wallet,Delivered,4.0,1.0,1.59,Desktop,Direct,1852.82,WELCOME10,1434.98
1426,ORD1073846,CUST18590,2025-06-23,20.0,Mumbai,Fashion,Face Serum,1.0,896.01,6.09,Credit Card,Shipped,4.4,3.0,27.8,Mobile,Email,5085.97,APP15,841.44
1427,ORD1058267,CUST31831,2025-03-01,25.0,Bengaluru,Grocery,Coffee Maker,1.0,875.99,18.52,Debit Card,Delivered,3.2,2.0,12.78,Mobile,Paid Search,17490.82,NEWUSER,713.76
1428,ORD1020454,CUST84229,2024-05-29,35.0,Ahmedabad,Fashion,Coffee Maker,1.0,1023.88,5.36,Credit Card,Delivered,3.6,1.0,6.87,Desktop,Organic,2825.79,SAVE20,969.0
1429,ORD1000190,CUST81440,2024-01-02,49.0,Pune,Electronics,Novel,1.0,994.89,18.68,Net Banking,Delivered,3.5,1.0,5.7,Mobile,Email,5137.53,FESTIVE,809.04
1430,ORD1018690,CUST41808,2024-05-16,31.0,Kolkata,Beauty,Face Serum,3.0,1063.7,11.75,Credit Card,Processing,5.0,3.0,31.19,Mobile,Social,5499.42,WELCOME10,2816.15
1431,ORD1043046,CUST65485,2024-11-10,23.0,Indore,Sports,Yoga Mat,5.0,1146.62,24.38,COD,Delivered,4.2,4.0,14.11,Desktop,Affiliate,3093.0,FESTIVE,4335.37
1432,ORD1089443,CUST15378,2025-10-14,25.0,Patna,Beauty,Organic Snacks,1.0,702.97,18.53,Debit Card,Delivered,4.4,2.0,7.8,Desktop,Email,9292.99,WELCOME10,572.71
1433,ORD1033668,CUST30643,2024-09-02,25.0,Lucknow,Electronics,Novel,3.0,584.04,5.89,Wallet,Delivered,0.0,6.0,34.84,Desktop,social media,7503.93,FESTIVE,1648.92
1434,ORD1077435,CUST36883,2025-07-19,20.0,Lucknow,Electronics,Smart Watch,1.0,494.3,27.59,Wallet,Delivered,4.1,3.0,26.31,Mobile,Organic,7906.54,FESTIVE,357.92
